Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency
Homing Lightning,RVR,Ravnica Remastered,112,normal,uncommon,1,89523,00bca3e9-43c9-4647-8259-00580c0457ea,0.03,false,false,near_mint,en,EUR
Channeled Dragonfire,TDM,Tarkir: Dragonstorm,102,normal,uncommon,2,104499,24204881-690c-4043-8771-20cb93385072,0.05,false,false,near_mint,en,EUR
Frantic Scapegoat,MKM,Murders at Karlov Manor,126,normal,uncommon,2,91283,eb81e343-7242-44b1-9ce6-1dddd104f764,0.06,false,false,near_mint,en,EUR
Guttersnipe,RVR,Ravnica Remastered,110,normal,uncommon,2,89662,48eeb13e-26f8-4fc7-8850-d38790317ea4,0.22,false,false,near_mint,en,EUR
Knife,MKM,Murders at Karlov Manor,134,normal,uncommon,2,91148,b6883788-e1ee-4ddd-add2-24d6bc367717,0.04,false,false,near_mint,en,EUR
Boundary Lands Ranger,WOE,Wilds of Eldraine,123,normal,uncommon,2,85727,ccdcbb1d-702e-4832-8eed-7ed3deffefe3,0.03,false,false,near_mint,en,EUR
Hearth Elemental // Stoke Genius,WOE,Wilds of Eldraine,136,normal,uncommon,2,85641,a8f5f102-cc75-4cee-a117-4bdaaf86c2e9,0.08,false,false,near_mint,en,EUR
Twisted Fealty,WOE,Wilds of Eldraine,154,normal,uncommon,2,85347,382d6085-79b9-48f7-8949-9f44dde2c753,0.09,false,false,near_mint,en,EUR
Unsparing Boltcaster,TDM,Tarkir: Dragonstorm,130,normal,uncommon,2,104488,204f5e5e-d87f-4aee-84e3-28afe8e21591,0.04,false,false,near_mint,en,EUR
Two-Headed Hunter // Twice the Rage,WOE,Wilds of Eldraine,155,normal,uncommon,2,85481,70c12e75-7e65-4706-b976-e47835910928,0.04,false,false,near_mint,en,EUR
Belligerent of the Ball,WOE,Wilds of Eldraine,120,normal,uncommon,2,85460,6658398a-46a5-4f41-9b1b-4a47f2822cf8,0.03,false,false,near_mint,en,EUR
Reckless Detective,MKM,Murders at Karlov Manor,141,normal,uncommon,2,90682,18da1a1d-e6ba-47e5-a545-0bacd427b782,0.03,false,false,near_mint,en,EUR
"Grishnákh, Brash Instigator",LTR,The Lord of the Rings: Tales of Middle-earth,134,normal,uncommon,2,83136,6385e769-f805-499d-9f47-494533362152,0.04,false,false,near_mint,en,EUR
Torch the Witness,MKM,Murders at Karlov Manor,146,normal,uncommon,2,90718,22bbf709-d8e9-4e3b-8ec8-206f1b2162b3,0.04,false,false,near_mint,en,EUR
Stonesplitter Bolt,WOE,Wilds of Eldraine,151,normal,uncommon,2,85854,fb22f79c-3075-439d-a072-ceaabe35d76f,0.06,false,false,near_mint,en,EUR
War Effort,TDM,Tarkir: Dragonstorm,131,normal,uncommon,2,105007,dd7f0413-c009-4c08-b877-9c1b776cbf26,0.06,false,false,near_mint,en,EUR
Reverberating Summons,TDM,Tarkir: Dragonstorm,117,normal,uncommon,2,104475,1af19ce8-bc0c-420c-9e3b-9059b4df32cb,0.03,false,false,near_mint,en,EUR
"Gimli, Counter of Kills",LTR,The Lord of the Rings: Tales of Middle-earth,129,normal,uncommon,3,82948,28b41c48-0715-49d9-98e5-e82b706da816,0.07,false,false,near_mint,en,EUR
Demonfire,RVR,Ravnica Remastered,107,normal,uncommon,2,89982,f39020e2-86cf-4b7c-bcb8-23207291f9ee,0.1,false,false,near_mint,en,EUR
Tattered Ratter,WOE,Wilds of Eldraine,152,normal,uncommon,3,85335,30f505b4-d61c-4da8-ab45-37125260d556,0.05,false,false,near_mint,en,EUR
Stalking Vengeance,RVR,Ravnica Remastered,126,normal,uncommon,3,89599,22ab5c53-932e-465d-84b7-2c8263c835e9,0.15,false,false,near_mint,en,EUR
Bloodfray Giant,RVR,Ravnica Remastered,101,normal,uncommon,3,90000,fd353a11-4f3c-472b-b954-4427968c09cf,0.02,false,false,near_mint,en,EUR
Embereth Veteran,WOE,Wilds of Eldraine,127,normal,uncommon,4,85696,bc7130b8-3168-421f-912a-46ed5b769807,0.07,false,false,near_mint,en,EUR
Formation Breaker,TDM,Tarkir: Dragonstorm,143,normal,uncommon,3,105136,67ab8e8f-3ef6-4339-8c66-68c5aca4867a,0.03,false,false,near_mint,en,EUR
Gift of Strands,LTR,The Lord of the Rings: Tales of Middle-earth,170,normal,uncommon,2,83277,8c54ee0c-1432-4f20-9a92-2cdfcbab30ac,0.03,false,false,near_mint,en,EUR
Meriadoc Brandybuck,LTR,The Lord of the Rings: Tales of Middle-earth,177,normal,uncommon,2,83266,885a3277-ef10-4dcf-ac63-eb8971cd627c,0.06,false,false,near_mint,en,EUR
Greenbelt Radical,MKM,Murders at Karlov Manor,163,normal,uncommon,1,91029,88e62346-cc62-4938-970c-b56beeb79fa6,0.04,false,false,near_mint,en,EUR
Hedge Whisperer,MKM,Murders at Karlov Manor,165,normal,uncommon,1,90832,4627adcd-ace7-4777-a7e6-fc80ac6b9dfe,0.02,false,false,near_mint,en,EUR
Howling Galefang,WOE,Wilds of Eldraine,175,normal,uncommon,1,85537,86311523-d0eb-4db3-b586-8349de9c2d37,0.03,false,false,near_mint,en,EUR
Experiment One,RVR,Ravnica Remastered,137,normal,uncommon,1,89639,3b551403-47dd-4c2b-95c8-0e2e674d6fcf,0.13,false,false,near_mint,en,EUR
Rope,MKM,Murders at Karlov Manor,173,normal,uncommon,1,90931,6881946c-5036-4d9f-926f-932c9a592aff,0.06,false,false,near_mint,en,EUR
Case of the Trampled Garden,MKM,Murders at Karlov Manor,156,normal,uncommon,1,91076,9e80f5c7-ae29-473c-ac64-04bcbc629385,0.06,false,false,near_mint,en,EUR
Intrepid Trufflesnout // Go Hog Wild,WOE,Wilds of Eldraine,320,normal,uncommon,1,85363,4224747e-1dbc-4a29-b5da-5916d8ca2768,0.09,false,false,near_mint,en,EUR
Get a Leg Up,MKM,Murders at Karlov Manor,161,normal,uncommon,1,90786,34e61e0f-d0f3-492a-92f1-36f72a91583a,0.04,false,false,near_mint,en,EUR
Sample Collector,MKM,Murders at Karlov Manor,175,normal,uncommon,1,90976,76f7480c-82cc-4ddd-b619-c1a609c29a13,0.02,false,false,near_mint,en,EUR
Fungal Rebirth,CLU,Ravnica: Clue Edition,163,normal,uncommon,1,90868,52abf994-78d6-40dd-9d43-19ae8176e3bd,0.15,false,false,near_mint,en,EUR
Glint Weaver,MKM,Murders at Karlov Manor,162,normal,uncommon,1,91203,c8eff4d0-67ad-4900-b33d-605659b59161,0.07,false,false,near_mint,en,EUR
Sage of the Fang,TDM,Tarkir: Dragonstorm,155,normal,uncommon,1,105123,1ebf4a9d-d90c-4017-9f00-fca89899f301,0.05,false,false,near_mint,en,EUR
Dúnedain Rangers,LTR,The Lord of the Rings: Tales of Middle-earth,159,normal,uncommon,1,83133,630e1e36-2f5d-44d4-9ff2-19ae75295016,0.04,false,false,near_mint,en,EUR
Knockout Maneuver,TDM,Tarkir: Dragonstorm,147,normal,uncommon,1,105149,9d218831-2a41-46a3-8e9d-93462cae5cab,0.03,false,false,near_mint,en,EUR
Inspirited Vanguard,TDM,Tarkir: Dragonstorm,146,normal,uncommon,1,105165,c642d6ac-f0f0-4b4c-a7ee-50631531f6d1,0.04,false,false,near_mint,en,EUR
Wurmweaver Coil,RVR,Ravnica Remastered,161,normal,uncommon,1,89634,37a71160-aa29-4662-8d7b-590771b42635,0.06,false,false,near_mint,en,EUR
Flourishing Bloom-Kin,MKM,Murders at Karlov Manor,160,normal,uncommon,1,90911,5ddcb31e-9301-44f1-b138-0573fbf56a47,0.08,false,false,near_mint,en,EUR
Provisions Merchant,WOE,Wilds of Eldraine,321,normal,uncommon,1,85610,a015282d-bcd4-44ab-ae26-41e4e3b23fc0,0.13,false,false,near_mint,en,EUR
Tempest Hart // Scan the Clouds,WOE,Wilds of Eldraine,238,normal,uncommon,1,85401,559bacc8-facc-4d93-90b5-8ac21d3246f5,0.05,false,false,near_mint,en,EUR
Hard-Hitting Question,MKM,Murders at Karlov Manor,164,normal,uncommon,1,91036,8ad807c2-14a7-4464-bf57-c323fb3c0bd0,0.11,false,false,near_mint,en,EUR
Encroaching Dragonstorm,TDM,Tarkir: Dragonstorm,142,normal,uncommon,1,104630,4ddd4477-f8c9-4d05-9177-f8344ba8f40b,0.09,false,false,near_mint,en,EUR
Rite of Renewal,TDM,Tarkir: Dragonstorm,153,normal,uncommon,1,104390,f737698a-d934-4851-b238-828959ef4835,0.03,false,false,near_mint,en,EUR
Shortcut to Mushrooms,LTR,The Lord of the Rings: Tales of Middle-earth,187,normal,uncommon,1,82870,13bc14f9-c90c-499d-9024-3182d78e0a88,0.04,false,false,near_mint,en,EUR
Loaming Shaman,RVR,Ravnica Remastered,149,normal,uncommon,1,89985,f5226787-e2c0-4ce2-903c-6c0797420f99,0.23,false,false,near_mint,en,EUR
Synchronized Charge,TDM,Tarkir: Dragonstorm,162,normal,uncommon,1,104484,1f721f8d-fd2f-480b-8645-4bf6ce38dde9,0.06,false,false,near_mint,en,EUR
Dragonbroods' Relic,TDM,Tarkir: Dragonstorm,140,normal,uncommon,1,104569,3d634087-77ba-4543-aa7a-8a3774d69cd7,0.09,false,false,near_mint,en,EUR
Chalk Outline,MKM,Murders at Karlov Manor,157,normal,uncommon,1,91139,b3ff56c1-4153-4e15-9ac6-06d93fa2ae50,0.11,false,false,near_mint,en,EUR
Overwhelm,RVR,Ravnica Remastered,152,normal,uncommon,1,89582,19384be7-d746-4927-adb4-ad521e8a8dd5,0.03,false,false,near_mint,en,EUR
"Glorfindel, Dauntless Rescuer",LTR,The Lord of the Rings: Tales of Middle-earth,171,normal,uncommon,2,83444,baf7a546-8a8b-4396-ab64-9a5b9abffe79,0.05,false,false,near_mint,en,EUR
"Quickbeam, Upstart Ent",LTR,The Lord of the Rings: Tales of Middle-earth,183,normal,uncommon,2,83434,b889037f-b95f-4756-80aa-04097d2818c3,0.05,false,false,near_mint,en,EUR
Stew the Coneys,LTR,The Lord of the Rings: Tales of Middle-earth,189,normal,uncommon,2,83455,bcc7c41c-f416-457e-91ba-1f338f45eeac,0.06,false,false,near_mint,en,EUR
Tough Cookie,WOE,Wilds of Eldraine,193,normal,uncommon,2,85513,7aa37f85-5336-4372-97a2-9c8b00798c7a,0.11,false,false,near_mint,en,EUR
Welcome to Sweettooth,WOE,Wilds of Eldraine,198,normal,uncommon,2,85560,8e629a31-2e06-4f95-9628-34670dcf68b9,0.09,false,false,near_mint,en,EUR
Gingerbread Hunter // Puny Snack,WOE,Wilds of Eldraine,227,normal,uncommon,2,85798,e77a8fd4-af5f-42b3-a87e-788baf2562dd,0.04,false,false,near_mint,en,EUR
Stormkeld Vanguard // Bear Down,WOE,Wilds of Eldraine,187,normal,uncommon,2,85692,bacb1fe5-0adf-461f-b698-9d09a8728c63,0.09,false,false,near_mint,en,EUR
Culvert Ambusher,MKM,Murders at Karlov Manor,158,normal,uncommon,2,90756,2ccdc58b-1e7e-402c-88f9-c789ff1dae31,0.03,false,false,near_mint,en,EUR
Celeborn the Wise,LTR,The Lord of the Rings: Tales of Middle-earth,156,normal,uncommon,2,82959,2daf449a-5f3e-44fd-968e-55d8517ae797,0.04,false,false,near_mint,en,EUR
A Killer Among Us,MKM,Murders at Karlov Manor,167,normal,uncommon,2,90750,2c1392c5-91a5-4e6e-803d-ed032e4d594b,0.04,false,false,near_mint,en,EUR
Attuned Hunter,TDM,Tarkir: Dragonstorm,135,normal,uncommon,2,104977,d1a4f502-86a9-49fb-9cb9-7918d13c5313,0.03,false,false,near_mint,en,EUR
Peregrin Took,LTR,The Lord of the Rings: Tales of Middle-earth,181,normal,uncommon,2,83648,f5baee8d-88e7-4468-94a9-66ca8e2caf15,0.35,false,false,near_mint,en,EUR
Graceful Takedown,WOE,Wilds of Eldraine,171,normal,uncommon,2,85528,83edf626-ed34-417f-818d-597ecf439167,0.03,false,false,near_mint,en,EUR
Tanglespan Lookout,WOE,Wilds of Eldraine,188,normal,uncommon,2,85352,3bc5c32d-be0a-4a5f-a8c7-9767a895bc76,0.05,false,false,near_mint,en,EUR
Pompous Gadabout,MKM,Murders at Karlov Manor,171,normal,uncommon,2,90946,6d803b93-c1df-4a02-9dbb-d347c841d4d7,0.03,false,false,near_mint,en,EUR
Redtooth Vanguard,WOE,Wilds of Eldraine,180,normal,uncommon,2,85400,55271960-b9bd-4bea-93ca-3321bf30be78,0.03,false,false,near_mint,en,EUR
Disruptive Stormbrood // Petty Revenge,TDM,Tarkir: Dragonstorm,178,normal,uncommon,2,104920,bd78e8ae-e927-40e7-9580-966c5e81f53c,0.12,false,false,near_mint,en,EUR
Frilled Mystic,RVR,Ravnica Remastered,183,normal,uncommon,3,89702,5bf655ce-c841-42b2-9578-56ab401bf4de,0.08,false,false,near_mint,en,EUR
Boros Guildmage,RVR,Ravnica Remastered,168,normal,uncommon,3,89651,4355130c-bfaa-4799-9d70-dbfd32e39f7e,0.09,false,false,near_mint,en,EUR
Putrefy,OTC,Outlaws of Thunder Junction Commander,238,normal,uncommon,3,93688,6fcc6bf7-ccce-4975-be8b-0790ab790e3f,0.11,false,false,near_mint,en,EUR
Jeskai Shrinekeeper,TDM,Tarkir: Dragonstorm,197,normal,uncommon,3,104722,6ec8fa0b-c695-4326-aebd-042cb1974925,0.05,false,false,near_mint,en,EUR
Effortless Master,TDM,Tarkir: Dragonstorm,181,normal,uncommon,3,104441,0ae03ca5-cd4b-42b7-8cd5-3f7e753b4147,0.04,false,false,near_mint,en,EUR
"Shadowfax, Lord of Horses",LTR,The Lord of the Rings: Tales of Middle-earth,227,normal,uncommon,3,83062,4c7d861d-7832-4c15-8d6c-8c07a9a57891,0.06,false,false,near_mint,en,EUR
Marshal of the Lost,TDM,Tarkir: Dragonstorm,207,normal,uncommon,3,104304,64fbaa16-67c3-4ed2-9545-39abbbde61dc,0.05,false,false,near_mint,en,EUR
Riverwheel Sweep,TDM,Tarkir: Dragonstorm,219,normal,uncommon,3,104706,686fe623-ee50-407d-87c9-664fb039f4d9,0.05,false,false,near_mint,en,EUR
Shadow Summoning,LTR,The Lord of the Rings: Tales of Middle-earth,226,normal,uncommon,3,83619,ec0984b2-bed6-41b1-9087-2cfd16749037,0.04,false,false,near_mint,en,EUR
Friendly Rivalry,LTR,The Lord of the Rings: Tales of Middle-earth,204,normal,uncommon,3,82930,24076763-88ba-4dee-b548-9c27bd34fdb7,0.06,false,false,near_mint,en,EUR
Sky Hussar,RVR,Ravnica Remastered,224,normal,uncommon,3,89904,cccfd565-99db-4c24-a16d-665b0823a159,0.09,false,false,near_mint,en,EUR
Golgari Guildmage,CLU,Ravnica: Clue Edition,194,normal,uncommon,3,90783,342ad189-b221-493c-b2c1-73b63246ab47,0.12,false,false,near_mint,en,EUR
Selesnya Evangel,RVR,Ravnica Remastered,220,normal,uncommon,3,89620,2d929bda-150c-484a-910e-eee19297c77e,0.07,false,false,near_mint,en,EUR
Nightveil Predator,RVR,Ravnica Remastered,206,normal,uncommon,3,89747,72efc1ee-3583-4814-beaa-bbee709275e6,0.11,false,false,near_mint,en,EUR
Golgari Findbroker,RVR,Ravnica Remastered,187,normal,uncommon,4,89967,eb6104f6-127f-4ab8-94bb-d98783ecb377,0.08,false,false,near_mint,en,EUR
Sunder Shaman,RVR,Ravnica Remastered,230,normal,uncommon,4,89701,5baeb29b-5462-4692-ba26-844d2952f77f,0.09,false,false,near_mint,en,EUR
Sharae of Numbing Depths,WOE,Wilds of Eldraine,213,normal,uncommon,1,85435,600bc36a-3ef0-459c-9a93-94ec45b8c3d9,0.09,false,false,near_mint,en,EUR
Izzet Guildmage,RVR,Ravnica Remastered,191,normal,uncommon,2,89678,5058ac2d-7b16-4b1c-acdd-e328bc5adc1a,0.11,false,false,near_mint,en,EUR
Sharktocrab,RVR,Ravnica Remastered,222,normal,uncommon,2,89969,ec7933b5-15de-4ed7-af0c-626f81726338,0.09,false,false,near_mint,en,EUR
Crackling Drake,RVR,Ravnica Remastered,174,normal,uncommon,2,89748,73957e3b-504d-4ac7-a69c-0b81cb9af402,0.09,false,false,near_mint,en,EUR
Gruul Guildmage,RVR,Ravnica Remastered,189,normal,uncommon,2,89767,80c29287-d32e-4f7d-8602-240921314804,0.04,false,false,near_mint,en,EUR
Sphinx of New Prahv,RVR,Ravnica Remastered,227,normal,uncommon,2,89798,8e858971-4084-47cc-8b13-a933891456b6,0.05,false,false,near_mint,en,EUR
"Bilbo, Retired Burglar",LTR,The Lord of the Rings: Tales of Middle-earth,196,normal,uncommon,2,83077,527df93e-cc2b-4216-909a-4ada1abcbfd3,0.08,false,false,near_mint,en,EUR
Frodo Baggins,LTR,The Lord of the Rings: Tales of Middle-earth,205,normal,uncommon,2,83576,de1c0399-9db8-4901-b72e-0010eb9b92b0,0.08,false,false,near_mint,en,EUR
"Butterbur, Bree Innkeeper",LTR,The Lord of the Rings: Tales of Middle-earth,197,normal,uncommon,2,83640,f3fd9ff1-278b-4e6a-b30b-90250d8b5762,0.05,false,false,near_mint,en,EUR
"Théoden, King of Rohan",LTR,The Lord of the Rings: Tales of Middle-earth,233,normal,uncommon,2,83654,f6dcd1ca-4943-46e4-bb5d-c14949e21e23,0.07,false,false,near_mint,en,EUR
"Legolas, Counter of Kills",LTR,The Lord of the Rings: Tales of Middle-earth,212,normal,uncommon,2,83496,c8bd408c-9e6d-436d-9c4f-9ef3203aeb64,0.09,false,false,near_mint,en,EUR
Gwaihir the Windlord,LTR,The Lord of the Rings: Tales of Middle-earth,210,normal,uncommon,2,82897,1a42c951-1146-4f49-a690-7d385962b191,0.09,false,false,near_mint,en,EUR
"Syr Armont, the Redeemer",WOE,Wilds of Eldraine,214,normal,uncommon,2,85533,85050609-baf0-430a-ab33-83a6ea6d4741,0.08,false,false,near_mint,en,EUR
"Johann, Apprentice Sorcerer",WOE,Wilds of Eldraine,207,normal,uncommon,2,85681,b88a762d-19ed-451d-a3a9-b3e7eea40f67,0.07,false,false,near_mint,en,EUR
Arwen Undómiel,LTR,The Lord of the Rings: Tales of Middle-earth,194,normal,uncommon,2,83484,c544e301-13b4-4dec-b65c-d54809bb7736,0.07,false,false,near_mint,en,EUR
"Denethor, Ruling Steward",LTR,The Lord of the Rings: Tales of Middle-earth,198,normal,uncommon,2,83669,fa8654cf-431c-427b-b78f-0e48f6007e9e,0.09,false,false,near_mint,en,EUR
Old Man Willow,LTR,The Lord of the Rings: Tales of Middle-earth,217,normal,uncommon,2,82826,0362b7c4-fff5-4bc2-b32d-913f85c23cc4,0.05,false,false,near_mint,en,EUR
Buried in the Garden,MKM,Murders at Karlov Manor,191,normal,uncommon,2,90999,7e144609-e1f6-4bdc-8d14-b735ef4140d3,0.06,false,false,near_mint,en,EUR
"Totentanz, Swarm Piper",WOE,Wilds of Eldraine,216,normal,uncommon,2,85267,1422d6db-fe5b-4a89-951a-fbd7985a29fc,0.11,false,false,near_mint,en,EUR
Sumala Sentry,MKM,Murders at Karlov Manor,233,normal,uncommon,2,90803,3b9d4691-59d1-4e97-9b5d-8017788fbcb3,0.04,false,false,near_mint,en,EUR
Mammoth Bellow,TDM,Tarkir: Dragonstorm,205,normal,uncommon,2,104599,468b17b4-79ce-4dfa-8873-a9cfc347e38f,0.03,false,false,near_mint,en,EUR
Frontline Rush,TDM,Tarkir: Dragonstorm,186,normal,uncommon,2,104520,2ce8a205-99d6-4a9c-83a7-18b7220177d3,0.15,false,false,near_mint,en,EUR
Lie in Wait,TDM,Tarkir: Dragonstorm,203,normal,uncommon,2,104819,96fff22c-282b-4849-82ce-890013b53262,0.06,false,false,near_mint,en,EUR
Kin-Tree Severance,TDM,Tarkir: Dragonstorm,200,normal,uncommon,2,104896,b577e246-3377-42aa-856e-b9fa89f3603a,0.05,false,false,near_mint,en,EUR
Karakyk Guardian,TDM,Tarkir: Dragonstorm,198,normal,uncommon,2,104859,a4c77b08-c3f6-4458-8636-f226f9843b6d,0.05,false,false,near_mint,en,EUR
The Mouth of Sauron,LTR,The Lord of the Rings: Tales of Middle-earth,216,normal,uncommon,2,83201,76a88814-aa30-4297-b338-3d851bfe7256,0.07,false,false,near_mint,en,EUR
Cease // Desist,MKM,Murders at Karlov Manor,246,normal,uncommon,1,91208,cb59130a-a134-4383-b983-e4b526d11fb4,0.12,false,false,near_mint,en,EUR
Fuss // Bother,MKM,Murders at Karlov Manor,248,normal,uncommon,1,90731,269a031e-0b89-40e1-b11b-ae870d72161c,0.04,false,false,near_mint,en,EUR
Gleaming Geardrake,MKM,Murders at Karlov Manor,205,normal,uncommon,1,91205,cabb5875-42ff-4e3a-a32e-aab392fccff8,0.07,false,false,near_mint,en,EUR
Wispdrinker Vampire,MKM,Murders at Karlov Manor,243,normal,uncommon,1,91091,a3490c05-d12c-4483-acbc-1b4ae68877f0,0.15,false,false,near_mint,en,EUR
Private Eye,MKM,Murders at Karlov Manor,223,normal,uncommon,1,91150,b6a50807-058e-45dc-847c-8ffd13b1bd48,0.05,false,false,near_mint,en,EUR
"Troyan, Gutsy Explorer",WOE,Wilds of Eldraine,217,normal,uncommon,1,85807,eadd2a1a-93a0-4257-897d-1aaee279449f,0.06,false,false,near_mint,en,EUR
Cartel Aristocrat,RVR,Ravnica Remastered,170,normal,uncommon,1,89951,e2dec477-5764-4c0c-bb10-42d64ad2103e,0.09,false,false,near_mint,en,EUR
Izzet Charm,RVR,Ravnica Remastered,190,normal,uncommon,1,89572,15af0592-a1cb-4b1e-b051-dde978939706,0.2,false,false,near_mint,en,EUR
Rakdos Guildmage,RVR,Ravnica Remastered,214,normal,uncommon,1,89996,fb3271d0-4788-4ecc-abf7-95a1e8106d0c,0.03,false,false,near_mint,en,EUR
Azorius Guildmage,RVR,Ravnica Remastered,165,normal,uncommon,1,89612,288c751e-a042-45a9-adce-7001bb0ce512,0.1,false,false,near_mint,en,EUR
Truefire Captain,RVR,Ravnica Remastered,235,normal,uncommon,1,89972,eddcf0fd-bcbb-4ce9-ab94-9d4b81c0222d,0.12,false,false,near_mint,en,EUR
Rakdos Firewheeler,RVR,Ravnica Remastered,213,normal,uncommon,1,89889,c413daa1-5996-488a-ad97-0964336618e3,0.03,false,false,near_mint,en,EUR
Selesnya Guildmage,CLU,Ravnica: Clue Edition,207,normal,uncommon,1,91058,954b8e86-284a-4a6f-ac35-896afd414f8a,0.1,false,false,near_mint,en,EUR
Orzhov Guildmage,CLU,Ravnica: Clue Edition,201,normal,uncommon,1,90912,5eb5c82b-71aa-4c94-bda0-3e5abe10ea67,0.08,false,false,near_mint,en,EUR
Sonic Shrieker,TDM,Tarkir: Dragonstorm,226,normal,uncommon,1,104757,7c231437-8bec-42e0-9175-af74c752b119,0.07,false,false,near_mint,en,EUR
Armament Dragon,TDM,Tarkir: Dragonstorm,168,normal,uncommon,1,104469,17f61c01-0a41-4fa1-ac34-ffa83baad989,0.04,false,false,near_mint,en,EUR
Uglúk of the White Hand,LTR,The Lord of the Rings: Tales of Middle-earth,235,normal,uncommon,1,83610,e914c7fc-be3c-4346-bf37-6e10f4998204,0.06,false,false,near_mint,en,EUR
Prince Imrahil the Fair,LTR,The Lord of the Rings: Tales of Middle-earth,219,normal,uncommon,1,83216,7d486def-7c3f-41e9-bb28-4582450a7b9e,0.06,false,false,near_mint,en,EUR
"Strider, Ranger of the North",LTR,The Lord of the Rings: Tales of Middle-earth,232,normal,uncommon,1,83081,54461d61-a745-467f-9fbe-b5e7a8edbdbf,0.06,false,false,near_mint,en,EUR
"Mauhúr, Uruk-hai Captain",LTR,The Lord of the Rings: Tales of Middle-earth,214,normal,uncommon,1,83145,65e9a757-7ed4-4cc0-bb6f-a59fa69b32a5,0.1,false,false,near_mint,en,EUR
"Neva, Stalked by Nightmares",WOE,Wilds of Eldraine,209,normal,uncommon,1,85795,e6f925ab-ade7-4da8-a791-185e098d18f2,0.05,false,false,near_mint,en,EUR
Gandalf's Sanction,LTR,The Lord of the Rings: Tales of Middle-earth,208,normal,uncommon,1,83286,8ebf2a25-9bee-4146-af83-f22aab6db2a8,0.06,false,false,near_mint,en,EUR
Jeskai Brushmaster,TDM,Tarkir: Dragonstorm,195,normal,uncommon,1,104526,2eb06c36-cf7e-47a9-819e-adfc54284153,0.04,false,false,near_mint,en,EUR
Host of the Hereafter,TDM,Tarkir: Dragonstorm,193,normal,uncommon,1,104448,0f182957-8133-45a7-80a3-1944bead4d43,0.07,false,false,near_mint,en,EUR
Glacial Dragonhunt,TDM,Tarkir: Dragonstorm,188,normal,uncommon,1,104814,95994c88-e404-4a4f-8be6-b99d703d4609,0.13,false,false,near_mint,en,EUR
Wispdrinker Vampire,MKM,Murders at Karlov Manor,374,normal,uncommon,1,90970,74463d05-3928-4d55-84d4-21d65623a3e6,0.1,false,false,near_mint,en,EUR
Soul Search,MKM,Murders at Karlov Manor,232,normal,uncommon,1,90665,0f852937-381d-4445-99d3-2ecb8af6bb6a,0.04,false,false,near_mint,en,EUR
Curious Cadaver,MKM,Murders at Karlov Manor,194,normal,uncommon,1,90737,2893aef8-835d-4935-b532-d8670585e489,0.03,false,false,near_mint,en,EUR
Rune-Brand Juggler,MKM,Murders at Karlov Manor,229,normal,uncommon,1,90867,5288cf17-9d79-4d35-85f1-bf4d0a73494b,0.03,false,false,near_mint,en,EUR
Evidence Examiner,MKM,Murders at Karlov Manor,201,normal,uncommon,1,91310,f53a6ee7-86e1-4d2d-994c-214e0ec08dad,0.03,false,false,near_mint,en,EUR
Detective's Satchel,MKM,Murders at Karlov Manor,196,normal,uncommon,1,90749,2c05bf2d-7d4f-4717-b1ea-ec4284854f4f,0.07,false,false,near_mint,en,EUR
Meddling Youths,MKM,Murders at Karlov Manor,219,normal,uncommon,1,91125,af12417c-b082-4379-a850-c72e2652c6fb,0.04,false,false,near_mint,en,EUR
Coerced to Kill,MKM,Murders at Karlov Manor,311,normal,uncommon,1,90905,5c9c1153-93d6-4250-bc42-2d9fd3042e55,0.09,false,false,near_mint,en,EUR
Deadly Complication,MKM,Murders at Karlov Manor,312,normal,uncommon,1,90816,3f1aaebc-105a-4867-9727-24b8d7899e28,0.09,false,false,near_mint,en,EUR
Kraul Whipcracker,MKM,Murders at Karlov Manor,364,normal,uncommon,1,90642,0a70bb7a-ba29-4fa5-b5f7-e2c71ca7df6f,0.05,false,false,near_mint,en,EUR
Lumbering Laundry,MKM,Murders at Karlov Manor,253,normal,uncommon,1,90632,080ad039-1669-4735-9864-76f4c61fc59e,0.02,false,false,near_mint,en,EUR
Ent-Draught Basin,LTR,The Lord of the Rings: Tales of Middle-earth,238,normal,uncommon,1,82875,1500126f-fbe4-4c39-bb06-1a36e2c4682f,0.03,false,false,near_mint,en,EUR
Jeskai Monument,TDM,Tarkir: Dragonstorm,244,normal,uncommon,1,104362,d0193ad6-39b7-4558-bd3e-36f809332ea2,0.03,false,false,near_mint,en,EUR
Sultai Monument,TDM,Tarkir: Dragonstorm,247,normal,uncommon,1,104279,45308e0e-b515-49ac-9960-a24e898dd321,0.05,false,false,near_mint,en,EUR
Mardu Monument,TDM,Tarkir: Dragonstorm,245,normal,uncommon,1,104328,9bd0c794-77bc-4d4a-a769-3829e2ce4bdf,0.03,false,false,near_mint,en,EUR
Temur Monument,TDM,Tarkir: Dragonstorm,248,normal,uncommon,1,104295,55e97b40-d898-4da5-8159-cca48eb298eb,0.03,false,false,near_mint,en,EUR
Junktroller,RVR,Ravnica Remastered,262,normal,uncommon,1,89571,14dcae36-a1a7-4fe2-a1ef-974ca1558a7f,0.09,false,false,near_mint,en,EUR
Silent Dart,RVR,Ravnica Remastered,268,normal,uncommon,1,89986,f59521a1-07c4-47a6-8b2f-8a2d8338a58c,0.03,false,false,near_mint,en,EUR
